date,feature_index,NO2
2024-10-01 00:00:00+00:00,0,
2024-10-02 00:00:00+00:00,0,
2024-10-03 00:00:00+00:00,0,
2024-10-04 00:00:00+00:00,0,
2024-10-05 00:00:00+00:00,0,
2024-10-06 00:00:00+00:00,0,
2024-10-07 00:00:00+00:00,0,7.098977740887287e-05
2024-10-08 00:00:00+00:00,0,
2024-10-09 00:00:00+00:00,0,0.00010519013449084014
2024-10-10 00:00:00+00:00,0,
2024-10-11 00:00:00+00:00,0,7.183956646864924e-05
2024-10-12 00:00:00+00:00,0,
2024-10-13 00:00:00+00:00,0,
2024-10-14 00:00:00+00:00,0,
2024-10-15 00:00:00+00:00,0,
2024-10-16 00:00:00+00:00,0,7.796274439897388e-05
2024-10-17 00:00:00+00:00,0,8.457045462111839e-05
2024-10-18 00:00:00+00:00,0,6.520086026284844e-05
2024-10-19 00:00:00+00:00,0,
2024-10-20 00:00:00+00:00,0,3.258339691253948e-05
2024-10-21 00:00:00+00:00,0,4.892757200044192e-05
2024-10-22 00:00:00+00:00,0,5.8240067220241246e-05
2024-10-23 00:00:00+00:00,0,
2024-10-24 00:00:00+00:00,0,
2024-10-25 00:00:00+00:00,0,
2024-10-26 00:00:00+00:00,0,5.012288157659997e-05
2024-10-27 00:00:00+00:00,0,
2024-10-28 00:00:00+00:00,0,
2024-10-29 00:00:00+00:00,0,9.530863735562888e-05
2024-10-30 00:00:00+00:00,0,
2024-10-31 00:00:00+00:00,0,
2024-11-01 00:00:00+00:00,0,
2024-11-02 00:00:00+00:00,0,
2024-11-03 00:00:00+00:00,0,
2024-11-04 00:00:00+00:00,0,
2024-11-05 00:00:00+00:00,0,
2024-11-06 00:00:00+00:00,0,
2024-11-07 00:00:00+00:00,0,
2024-11-08 00:00:00+00:00,0,9.127262455876917e-05
2024-11-09 00:00:00+00:00,0,
2024-11-10 00:00:00+00:00,0,
2024-11-11 00:00:00+00:00,0,
2024-11-12 00:00:00+00:00,0,
2024-11-13 00:00:00+00:00,0,8.132702350849286e-05
2024-11-14 00:00:00+00:00,0,6.718657095916569e-05
2024-11-15 00:00:00+00:00,0,
2024-11-16 00:00:00+00:00,0,
2024-11-17 00:00:00+00:00,0,
2024-11-18 00:00:00+00:00,0,0.000142358141602017
2024-11-19 00:00:00+00:00,0,2.8849510272266343e-05
2024-11-20 00:00:00+00:00,0,
2024-11-21 00:00:00+00:00,0,
2024-11-22 00:00:00+00:00,0,6.537563604069874e-05
2024-11-23 00:00:00+00:00,0,
2024-11-24 00:00:00+00:00,0,
2024-11-25 00:00:00+00:00,0,
2024-11-26 00:00:00+00:00,0,
2024-11-27 00:00:00+00:00,0,
2024-11-28 00:00:00+00:00,0,
2024-11-29 00:00:00+00:00,0,
2024-11-30 00:00:00+00:00,0,4.713776070275344e-05
2024-12-01 00:00:00+00:00,0,
2024-12-02 00:00:00+00:00,0,
2024-12-03 00:00:00+00:00,0,
2024-12-04 00:00:00+00:00,0,
2024-12-05 00:00:00+00:00,0,
2024-12-06 00:00:00+00:00,0,
2024-12-07 00:00:00+00:00,0,7.654616921273473e-05
2024-12-08 00:00:00+00:00,0,
2024-12-09 00:00:00+00:00,0,
2024-12-10 00:00:00+00:00,0,
2024-12-11 00:00:00+00:00,0,
2024-12-12 00:00:00+00:00,0,
2024-12-13 00:00:00+00:00,0,2.189297265431378e-05
2024-12-14 00:00:00+00:00,0,
2024-12-15 00:00:00+00:00,0,
2024-12-16 00:00:00+00:00,0,
2024-12-17 00:00:00+00:00,0,
2024-12-18 00:00:00+00:00,0,
2024-12-19 00:00:00+00:00,0,
2024-12-20 00:00:00+00:00,0,
2024-12-21 00:00:00+00:00,0,
2024-12-22 00:00:00+00:00,0,
2024-12-23 00:00:00+00:00,0,
2024-12-24 00:00:00+00:00,0,
2024-12-25 00:00:00+00:00,0,
2024-12-26 00:00:00+00:00,0,3.421804103709292e-05
2024-12-27 00:00:00+00:00,0,4.044162334240456e-05
2024-12-28 00:00:00+00:00,0,3.220747193053184e-05
2024-12-29 00:00:00+00:00,0,
2024-12-30 00:00:00+00:00,0,1.740793171241724e-05
2024-12-31 00:00:00+00:00,0,1.9215250176785048e-05
2025-01-01 00:00:00+00:00,0,
2025-01-02 00:00:00+00:00,0,2.6539217894120764e-05
2025-01-03 00:00:00+00:00,0,2.9553334873829343e-05
2025-01-04 00:00:00+00:00,0,
2025-01-05 00:00:00+00:00,0,
2025-01-06 00:00:00+00:00,0,
2025-01-07 00:00:00+00:00,0,
2025-01-08 00:00:00+00:00,0,
2025-01-09 00:00:00+00:00,0,
2025-01-10 00:00:00+00:00,0,
2025-01-11 00:00:00+00:00,0,
2025-01-12 00:00:00+00:00,0,
2025-01-13 00:00:00+00:00,0,
2025-01-14 00:00:00+00:00,0,
2025-01-15 00:00:00+00:00,0,
2025-01-16 00:00:00+00:00,0,
2025-01-17 00:00:00+00:00,0,
2025-01-18 00:00:00+00:00,0,
2025-01-19 00:00:00+00:00,0,
2025-01-20 00:00:00+00:00,0,
2025-01-21 00:00:00+00:00,0,
2025-01-22 00:00:00+00:00,0,
2025-01-23 00:00:00+00:00,0,
2025-01-24 00:00:00+00:00,0,
2025-01-25 00:00:00+00:00,0,
2025-01-26 00:00:00+00:00,0,4.552280734060332e-05
2025-01-27 00:00:00+00:00,0,
2025-01-28 00:00:00+00:00,0,
2025-01-29 00:00:00+00:00,0,
2025-01-30 00:00:00+00:00,0,
2025-01-31 00:00:00+00:00,0,
2025-02-01 00:00:00+00:00,0,
2025-02-02 00:00:00+00:00,0,
2025-02-03 00:00:00+00:00,0,
2025-02-04 00:00:00+00:00,0,
2025-02-05 00:00:00+00:00,0,
2025-02-06 00:00:00+00:00,0,
2025-02-07 00:00:00+00:00,0,2.891460235332488e-05
2025-02-08 00:00:00+00:00,0,
2025-02-09 00:00:00+00:00,0,
2025-02-10 00:00:00+00:00,0,
2025-02-11 00:00:00+00:00,0,5.938074173172936e-05
2025-02-12 00:00:00+00:00,0,3.337053112772992e-05
2025-02-13 00:00:00+00:00,0,3.715046497947899e-05
2025-02-14 00:00:00+00:00,0,2.2504222215502523e-05
2025-02-15 00:00:00+00:00,0,
2025-02-16 00:00:00+00:00,0,5.049140963819809e-05
2025-02-17 00:00:00+00:00,0,
2025-02-18 00:00:00+00:00,0,
2025-02-19 00:00:00+00:00,0,
2025-02-20 00:00:00+00:00,0,
2025-02-21 00:00:00+00:00,0,2.6788427122584027e-05
2025-02-22 00:00:00+00:00,0,
2025-02-23 00:00:00+00:00,0,
2025-02-24 00:00:00+00:00,0,
2025-02-25 00:00:00+00:00,0,3.697103238664568e-05
2025-02-26 00:00:00+00:00,0,
2025-02-27 00:00:00+00:00,0,
2025-02-28 00:00:00+00:00,0,5.165582842892036e-05
2025-03-01 00:00:00+00:00,0,
2025-03-02 00:00:00+00:00,0,
2025-03-03 00:00:00+00:00,0,
2025-03-04 00:00:00+00:00,0,
2025-03-05 00:00:00+00:00,0,
2025-03-06 00:00:00+00:00,0,8.437418000539765e-05
2025-03-07 00:00:00+00:00,0,
2025-03-08 00:00:00+00:00,0,
2025-03-09 00:00:00+00:00,0,
2025-03-10 00:00:00+00:00,0,
2025-03-11 00:00:00+00:00,0,
2025-03-12 00:00:00+00:00,0,6.007629272062331e-05
2025-03-13 00:00:00+00:00,0,5.825933840242215e-05
2025-03-14 00:00:00+00:00,0,2.2611657186644152e-05
2025-03-15 00:00:00+00:00,0,
2025-03-16 00:00:00+00:00,0,
2025-03-17 00:00:00+00:00,0,
2025-03-18 00:00:00+00:00,0,
2025-03-19 00:00:00+00:00,0,
2025-03-20 00:00:00+00:00,0,2.264267017640772e-05
2025-03-21 00:00:00+00:00,0,5.451248216559179e-05
2025-03-22 00:00:00+00:00,0,
2025-03-23 00:00:00+00:00,0,
2025-03-24 00:00:00+00:00,0,
2025-03-25 00:00:00+00:00,0,
2025-03-26 00:00:00+00:00,0,
2025-03-27 00:00:00+00:00,0,
2025-03-28 00:00:00+00:00,0,
2025-03-29 00:00:00+00:00,0,
2025-03-30 00:00:00+00:00,0,2.311513169063671e-05
2025-03-31 00:00:00+00:00,0,2.6503021217649803e-05
2025-04-01 00:00:00+00:00,0,
2025-04-02 00:00:00+00:00,0,
2025-04-03 00:00:00+00:00,0,7.61292806904142e-05
2025-04-04 00:00:00+00:00,0,2.628002039273269e-05
2025-04-05 00:00:00+00:00,0,
2025-04-06 00:00:00+00:00,0,
2025-04-07 00:00:00+00:00,0,6.745523569406942e-05
2025-04-08 00:00:00+00:00,0,
2025-04-09 00:00:00+00:00,0,
2025-04-10 00:00:00+00:00,0,
2025-04-11 00:00:00+00:00,0,
2025-04-12 00:00:00+00:00,0,
2025-04-13 00:00:00+00:00,0,
2025-04-14 00:00:00+00:00,0,3.4076713563990777e-05
2025-04-15 00:00:00+00:00,0,
2025-04-16 00:00:00+00:00,0,
2025-04-17 00:00:00+00:00,0,
2025-04-18 00:00:00+00:00,0,5.004332706448622e-05
2025-04-19 00:00:00+00:00,0,
2025-04-20 00:00:00+00:00,0,4.0173224988393486e-05
2025-04-21 00:00:00+00:00,0,
2025-04-22 00:00:00+00:00,0,
2025-04-23 00:00:00+00:00,0,
2025-04-24 00:00:00+00:00,0,
2025-04-25 00:00:00+00:00,0,7.009936962276697e-05
2025-04-26 00:00:00+00:00,0,
2025-04-27 00:00:00+00:00,0,
2025-04-28 00:00:00+00:00,0,0.00010072490840684624
2025-04-29 00:00:00+00:00,0,7.846064626290981e-05
2025-04-30 00:00:00+00:00,0,
2025-05-01 00:00:00+00:00,0,4.798553345608525e-05
2025-05-02 00:00:00+00:00,0,7.090654513116792e-05
2025-05-03 00:00:00+00:00,0,6.372613279381767e-05
2025-05-04 00:00:00+00:00,0,6.216914971446386e-05
2025-05-05 00:00:00+00:00,0,
2025-05-06 00:00:00+00:00,0,0.00011121268471470104
2025-05-07 00:00:00+00:00,0,
2025-05-08 00:00:00+00:00,0,
2025-05-09 00:00:00+00:00,0,
2025-05-10 00:00:00+00:00,0,
2025-05-11 00:00:00+00:00,0,
2025-05-12 00:00:00+00:00,0,
2025-05-13 00:00:00+00:00,0,4.869228587267571e-05
2025-05-14 00:00:00+00:00,0,
2025-05-15 00:00:00+00:00,0,
2025-05-16 00:00:00+00:00,0,
2025-05-17 00:00:00+00:00,0,
2025-05-18 00:00:00+00:00,0,4.2306009033511926e-05
2025-05-19 00:00:00+00:00,0,5.196400040100949e-05
2025-05-20 00:00:00+00:00,0,0.00010277240653522313
2025-05-21 00:00:00+00:00,0,
2025-05-22 00:00:00+00:00,0,
2025-05-23 00:00:00+00:00,0,
2025-05-24 00:00:00+00:00,0,5.157900967686954e-05
2025-05-25 00:00:00+00:00,0,
2025-05-26 00:00:00+00:00,0,
2025-05-27 00:00:00+00:00,0,2.938303926687998e-05
2025-05-28 00:00:00+00:00,0,4.773044270223181e-05
2025-05-29 00:00:00+00:00,0,8.629222720628605e-05
2025-05-30 00:00:00+00:00,0,
2025-05-31 00:00:00+00:00,0,7.764756931768109e-05
2025-06-01 00:00:00+00:00,0,
2025-06-02 00:00:00+00:00,0,8.580170833738521e-05
2025-06-03 00:00:00+00:00,0,9.5999741461128e-05
2025-06-04 00:00:00+00:00,0,9.271551001196106e-05
2025-06-05 00:00:00+00:00,0,0.0001487333793193102
2025-06-06 00:00:00+00:00,0,
2025-06-07 00:00:00+00:00,0,5.287930162012344e-05
2025-06-08 00:00:00+00:00,0,7.926948738814745e-05
2025-06-09 00:00:00+00:00,0,
2025-06-10 00:00:00+00:00,0,
2025-06-11 00:00:00+00:00,0,
2025-06-12 00:00:00+00:00,0,8.712296969153815e-05
2025-06-13 00:00:00+00:00,0,5.859828057249875e-05
2025-06-14 00:00:00+00:00,0,
2025-06-15 00:00:00+00:00,0,
2025-06-16 00:00:00+00:00,0,
2025-06-17 00:00:00+00:00,0,
2025-06-18 00:00:00+00:00,0,
2025-06-19 00:00:00+00:00,0,
2025-06-20 00:00:00+00:00,0,9.437097469344737e-05
2025-06-21 00:00:00+00:00,0,
2025-06-22 00:00:00+00:00,0,
2025-06-23 00:00:00+00:00,0,6.293630628663647e-05
2025-06-24 00:00:00+00:00,0,
2025-06-25 00:00:00+00:00,0,6.363188731484115e-05
2025-06-26 00:00:00+00:00,0,0.00012574082938954234
2025-06-27 00:00:00+00:00,0,
2025-06-28 00:00:00+00:00,0,
2025-06-29 00:00:00+00:00,0,
2025-06-30 00:00:00+00:00,0,4.98370445711771e-05
2025-07-01 00:00:00+00:00,0,6.950227361812722e-05
2025-07-02 00:00:00+00:00,0,6.713149196002632e-05
2025-07-03 00:00:00+00:00,0,
2025-07-04 00:00:00+00:00,0,
2025-07-05 00:00:00+00:00,0,
2025-07-06 00:00:00+00:00,0,4.190479330645758e-05
2025-07-07 00:00:00+00:00,0,
2025-07-08 00:00:00+00:00,0,8.487136882548738e-05
2025-07-09 00:00:00+00:00,0,
2025-07-10 00:00:00+00:00,0,8.542327268514782e-05
2025-07-11 00:00:00+00:00,0,
2025-07-12 00:00:00+00:00,0,9.554337642233196e-05
2025-07-13 00:00:00+00:00,0,
2025-07-14 00:00:00+00:00,0,
2025-07-15 00:00:00+00:00,0,
2025-07-16 00:00:00+00:00,0,
2025-07-17 00:00:00+00:00,0,
2025-07-18 00:00:00+00:00,0,
2025-07-19 00:00:00+00:00,0,9.147904711426236e-05
2025-07-20 00:00:00+00:00,0,5.543281804420985e-05
2025-07-21 00:00:00+00:00,0,9.878788569039898e-05
2025-07-22 00:00:00+00:00,0,8.968743471389946e-05
2025-07-23 00:00:00+00:00,0,5.959187910775654e-05
2025-07-24 00:00:00+00:00,0,
2025-07-25 00:00:00+00:00,0,
2025-07-26 00:00:00+00:00,0,
2025-07-27 00:00:00+00:00,0,
2025-07-28 00:00:00+00:00,0,
2025-07-29 00:00:00+00:00,0,
2025-07-30 00:00:00+00:00,0,
2025-07-31 00:00:00+00:00,0,7.00754280842375e-05
2025-08-01 00:00:00+00:00,0,8.820770744932815e-05
2025-08-02 00:00:00+00:00,0,7.991168240550905e-05
2025-08-03 00:00:00+00:00,0,
2025-08-04 00:00:00+00:00,0,
2025-08-05 00:00:00+00:00,0,
2025-08-06 00:00:00+00:00,0,
2025-08-07 00:00:00+00:00,0,6.389708141796291e-05
2025-08-08 00:00:00+00:00,0,
2025-08-09 00:00:00+00:00,0,
2025-08-10 00:00:00+00:00,0,0.00013760490401182324
2025-08-11 00:00:00+00:00,0,
2025-08-12 00:00:00+00:00,0,
2025-08-13 00:00:00+00:00,0,
2025-08-14 00:00:00+00:00,0,
2025-08-15 00:00:00+00:00,0,
2025-08-16 00:00:00+00:00,0,8.076210360741243e-05
2025-08-17 00:00:00+00:00,0,6.50649039016571e-05
2025-08-18 00:00:00+00:00,0,
2025-08-19 00:00:00+00:00,0,
2025-08-20 00:00:00+00:00,0,
2025-08-21 00:00:00+00:00,0,4.9527168206016846e-05
2025-08-22 00:00:00+00:00,0,
2025-08-23 00:00:00+00:00,0,6.277471402427182e-05
2025-08-24 00:00:00+00:00,0,
2025-08-25 00:00:00+00:00,0,
2025-08-26 00:00:00+00:00,0,0.00011492432219841118
2025-08-27 00:00:00+00:00,0,9.084050786138202e-05
2025-08-28 00:00:00+00:00,0,
2025-08-29 00:00:00+00:00,0,0.0001273823727387935
2025-08-30 00:00:00+00:00,0,
2025-08-31 00:00:00+00:00,0,
2025-09-01 00:00:00+00:00,0,7.042488141451031e-05
2025-09-02 00:00:00+00:00,0,6.286886855377816e-05
2025-09-03 00:00:00+00:00,0,6.856762289923306e-05
2025-09-04 00:00:00+00:00,0,
2025-09-05 00:00:00+00:00,0,
2025-09-06 00:00:00+00:00,0,
2025-09-07 00:00:00+00:00,0,7.19382704119198e-05
2025-09-08 00:00:00+00:00,0,0.00014585029566660523
2025-09-09 00:00:00+00:00,0,
2025-09-10 00:00:00+00:00,0,
2025-09-11 00:00:00+00:00,0,
2025-09-12 00:00:00+00:00,0,3.877982756724426e-05
2025-09-13 00:00:00+00:00,0,9.595334025410314e-05
2025-09-14 00:00:00+00:00,0,
2025-09-15 00:00:00+00:00,0,
2025-09-16 00:00:00+00:00,0,
2025-09-17 00:00:00+00:00,0,
2025-09-18 00:00:00+00:00,0,
2025-09-19 00:00:00+00:00,0,
2025-09-20 00:00:00+00:00,0,
2025-09-21 00:00:00+00:00,0,
2025-09-22 00:00:00+00:00,0,7.003675636951812e-05
2025-09-23 00:00:00+00:00,0,9.266247191893248e-05
2025-09-24 00:00:00+00:00,0,9.97522906800441e-05
2025-09-25 00:00:00+00:00,0,
2025-09-26 00:00:00+00:00,0,6.861066301806002e-05
2025-09-27 00:00:00+00:00,0,8.351466143115734e-05
2025-09-28 00:00:00+00:00,0,5.2973217680118975e-05
2025-09-29 00:00:00+00:00,0,
2025-09-30 00:00:00+00:00,0,4.451778780397338e-05
2025-10-01 00:00:00+00:00,0,
2025-10-02 00:00:00+00:00,0,
2025-10-03 00:00:00+00:00,0,
2025-10-04 00:00:00+00:00,0,9.111550753004848e-05
2025-10-05 00:00:00+00:00,0,
2025-10-06 00:00:00+00:00,0,
2025-10-07 00:00:00+00:00,0,
2025-10-08 00:00:00+00:00,0,0.0002901649786508642
2025-10-09 00:00:00+00:00,0,0.0001255389506695792
2025-10-10 00:00:00+00:00,0,
2025-10-11 00:00:00+00:00,0,5.684999996447005e-05
2025-10-12 00:00:00+00:00,0,6.847237018519081e-05
2025-10-13 00:00:00+00:00,0,
2025-10-14 00:00:00+00:00,0,5.3528215565685446e-05
2025-10-15 00:00:00+00:00,0,8.65283564053243e-05
2025-10-16 00:00:00+00:00,0,7.642919808859006e-05
2025-10-17 00:00:00+00:00,0,
2025-10-18 00:00:00+00:00,0,
2025-10-19 00:00:00+00:00,0,
2025-10-20 00:00:00+00:00,0,
2025-10-21 00:00:00+00:00,0,
2025-10-22 00:00:00+00:00,0,4.981896927347407e-05
2025-10-23 00:00:00+00:00,0,
2025-10-24 00:00:00+00:00,0,
2025-10-25 00:00:00+00:00,0,4.841830013901927e-05
2025-10-26 00:00:00+00:00,0,
2025-10-27 00:00:00+00:00,0,
2025-10-28 00:00:00+00:00,0,
2025-10-29 00:00:00+00:00,0,
2025-10-30 00:00:00+00:00,0,
2025-10-31 00:00:00+00:00,0,9.363740900880656e-05
